location,Year,Lifeexpectancy,Alcohol,percentageexpenditure,Measles,BMI,HIV/AIDS,Schooling,incomeGroup
Denmark,2005,78.1,11.28,7627.412444,2,55.0,0.1,16.6,High income
Denmark,2004,77.7,11.27,6948.839868000001,0,54.4,0.1,16.5,High income
Denmark,2003,77.3,11.54,650.9813544,0,53.9,0.1,16.3,High income
Denmark,2002,77.0,11.34,4801.546125,32,53.3,0.1,16.6,High income
Denmark,2001,77.0,11.56,530.4832336000002,11,52.8,0.1,16.2,High income
Denmark,2000,76.9,11.69,508.7496912,14,52.2,0.1,16.5,High income
Djibouti,2014,63.0,0.38,24.73299655,0,34.4,2.1,6.3,Lower middle income
Djibouti,2013,62.7,0.53,229.4410095,28,33.8,2.1,6.3,Lower middle income
Djibouti,2012,62.2,0.52,217.2125786,709,33.2,1.9,6.3,Lower middle income
Djibouti,2011,61.8,0.39,20.35974738,49,32.7,2.7,5.9,Lower middle income
Djibouti,2010,61.3,0.44,187.4960097,7,32.2,3.1,5.5,Lower middle income
Djibouti,2009,69.0,0.49,177.26716069999995,48,31.7,3.2,5.3,Lower middle income
Djibouti,2008,62.0,0.49,171.7686449,143,31.3,3.3,5.0,Lower middle income
Djibouti,2007,59.8,0.45,20.86878709,24,3.9,3.5,4.5,Lower middle income
Djibouti,2006,59.1,1.02,121.4812077,49,3.6,3.7,4.3,Lower middle income
Djibouti,2005,58.6,1.23,12.70325933,298,3.2,3.9,4.0,Lower middle income
Djibouti,2004,58.1,1.18,106.0354659,71,29.8,4.0,3.7,Lower middle income
Djibouti,2003,58.0,1.02,94.13302875,37,29.4,4.2,3.5,Lower middle income
Djibouti,2002,57.9,1.03,13.46662004,50,29.0,4.3,3.3,Lower middle income
Djibouti,2001,57.7,0.95,92.4978948,79,28.6,4.3,2.9,Lower middle income
Djibouti,2000,57.4,1.34,91.95075901,183,28.2,4.1,2.9,Lower middle income
DominicanRepublic,2014,73.6,5.92,1088.244952,0,57.9,0.3,13.2,Upper middle income
DominicanRepublic,2013,73.4,5.93,97.52211538,0,56.8,0.3,13.2,Upper middle income
DominicanRepublic,2012,72.1,5.93,857.1307037,0,55.8,0.4,13.1,Upper middle income
DominicanRepublic,2011,73.1,5.91,843.7876994999998,2,54.7,0.7,13.0,Upper middle income
DominicanRepublic,2010,72.7,6.02,664.5585242000002,0,53.6,0.9,12.9,Upper middle income
DominicanRepublic,2009,73.6,6.05,587.8828227999999,0,52.6,1.2,12.9,Upper middle income
DominicanRepublic,2008,73.3,6.12,49.09241952,0,51.5,1.4,12.8,Upper middle income
DominicanRepublic,2007,72.9,6.05,74.8217488,0,5.4,1.6,12.7,Upper middle income
DominicanRepublic,2006,72.3,6.2,352.9551269,0,49.3,1.8,12.6,Upper middle income
DominicanRepublic,2005,69.7,5.71,289.7418649,0,48.2,2.0,12.6,Upper middle income
DominicanRepublic,2004,69.3,5.16,182.6162515,0,47.2,2.1,12.5,Upper middle income
DominicanRepublic,2003,73.0,6.32,293.0196601,0,46.1,2.3,12.4,Upper middle income
DominicanRepublic,2002,71.4,6.43,4.67359227,0,45.1,2.4,12.3,Upper middle income
DominicanRepublic,2001,71.2,6.13,340.0239945,113,44.1,2.5,12.3,Upper middle income
DominicanRepublic,2000,72.0,6.58,44.79247812,253,43.1,2.5,12.2,Upper middle income
Ecuador,2014,76.0,3.82,79.11626341,0,53.5,0.1,14.0,Upper middle income
Ecuador,2013,76.0,3.77,59.12850204,0,52.8,0.1,13.4,Upper middle income
Ecuador,2012,75.5,3.92,41.88087712,72,52.1,0.1,13.3,Upper middle income
Ecuador,2011,75.3,3.99,344.7412164,257,51.4,0.1,13.2,Upper middle income
Ecuador,2010,75.0,3.95,367.9285652,0,5.7,0.1,13.1,Upper middle income
Ecuador,2009,75.1,3.87,282.1440066,0,5.0,0.1,13.1,Upper middle income
Ecuador,2008,74.6,3.76,197.9303077,1,49.3,0.1,13.0,Upper middle income
Ecuador,2007,74.7,3.63,19.60467787,0,48.6,0.2,12.9,Upper middle income
Ecuador,2006,74.4,3.52,19.13983284,0,47.9,0.3,12.8,Upper middle income
Ecuador,2005,74.2,3.54,18.09317114,0,47.2,0.3,12.8,Upper middle income
Ecuador,2004,74.4,3.65,16.37920405,0,46.5,0.3,12.7,Upper middle income
Ecuador,2003,74.4,3.69,18.26183281,0,45.8,0.3,12.6,Upper middle income
Ecuador,2002,73.6,3.88,187.3843511,0,45.1,0.3,12.5,Upper middle income
Ecuador,2001,73.4,4.13,14.5887403,2,44.3,0.3,12.4,Upper middle income
Ecuador,2000,72.8,3.99,84.17527008,0,43.6,0.3,12.4,Upper middle income
Egypt,2014,78.0,0.21,0.0,1314,6.2,0.1,13.1,Lower middle income
Egypt,2013,79.0,0.21,0.0,405,59.4,0.1,12.8,Lower middle income
Egypt,2012,72.0,0.23,0.0,245,58.6,0.1,12.4,Lower middle income
Egypt,2011,74.0,0.22,0.0,26,57.8,0.1,12.4,Lower middle income
Egypt,2010,70.0,0.22,0.0,16,57.0,0.1,12.2,Lower middle income
Egypt,2009,69.9,0.21,0.0,608,56.2,0.1,12.0,Lower middle income
Egypt,2008,69.8,0.24,0.0,668,55.5,0.1,11.9,Lower middle income
Egypt,2007,69.7,0.21,0.0,1684,54.8,0.1,11.7,Lower middle income
Egypt,2006,69.5,0.18,0.0,953,54.2,0.1,11.5,Lower middle income
Egypt,2005,69.4,0.16,0.0,77,53.5,0.1,11.4,Lower middle income
Egypt,2004,69.0,0.16,0.0,80,52.9,0.1,11.2,Lower middle income
Egypt,2003,68.6,0.15,0.0,164,52.3,0.1,11.3,Lower middle income
Egypt,2002,68.7,0.15,0.0,653,51.8,0.1,11.2,Lower middle income
Egypt,2001,68.6,0.14,0.0,2150,51.2,0.1,11.1,Lower middle income
Egypt,2000,68.8,0.14,0.0,2633,5.7,0.1,11.0,Lower middle income
ElSalvador,2014,73.3,2.52,665.7260253,0,55.4,0.2,13.2,Lower middle income
ElSalvador,2013,73.0,2.42,653.6925016,0,54.7,0.2,13.2,Lower middle income
ElSalvador,2012,73.0,2.48,591.7757569,0,54.1,0.3,13.2,Lower middle income
ElSalvador,2011,72.0,2.37,549.2783081,0,53.4,0.3,13.0,Lower middle income
ElSalvador,2010,72.0,2.36,469.3904193,0,52.8,0.3,12.9,Lower middle income
ElSalvador,2009,71.4,2.55,416.4338399,0,52.1,0.3,12.8,Lower middle income
ElSalvador,2008,71.7,2.68,53.95949877,0,51.4,0.3,13.4,Lower middle income
ElSalvador,2007,71.2,2.83,52.30172215,0,5.8,0.3,12.9,Lower middle income
ElSalvador,2006,75.0,2.77,57.74562629,0,5.1,0.2,12.9,Lower middle income
ElSalvador,2005,71.0,2.77,440.6027042,0,49.4,0.2,12.7,Lower middle income
ElSalvador,2004,70.0,2.9,398.6058322,0,48.6,0.3,12.4,Lower middle income
ElSalvador,2003,69.9,3.1,400.1342971,0,47.8,0.3,12.0,Lower middle income
ElSalvador,2002,73.0,2.97,29.68529375,0,47.0,0.4,11.8,Lower middle income
ElSalvador,2001,68.9,2.88,332.1056586,2,46.2,0.4,11.6,Lower middle income
ElSalvador,2000,69.0,2.79,353.6690328,0,45.3,0.4,11.3,Lower middle income
EquatorialGuinea,2014,57.9,0.01,13.40477417,13,24.0,4.4,9.2,Upper middle income
EquatorialGuinea,2013,57.4,10.72,156.3907685,321,23.5,5.7,9.2,Upper middle income
EquatorialGuinea,2012,56.7,11.89,1500.412635,1190,23.0,8.2,9.2,Upper middle income
EquatorialGuinea,2011,56.2,10.99,1493.051277,0,22.6,7.7,9.2,Upper middle income
EquatorialGuinea,2010,56.1,9.93,1192.696619,0,22.1,7.2,9.2,Upper middle income
EquatorialGuinea,2009,55.7,7.97,115.0692415,78,21.7,7.3,9.1,Upper middle income
EquatorialGuinea,2008,55.4,8.34,1705.678619,436,21.3,6.3,9.1,Upper middle income
EquatorialGuinea,2007,55.0,6.86,1024.519543,5,2.9,5.9,9.0,Upper middle income
EquatorialGuinea,2006,54.8,7.28,827.5979335,0,2.5,5.3,9.0,Upper middle income
EquatorialGuinea,2005,54.4,7.19,12.0661671,0,2.2,4.9,8.7,Upper middle income
EquatorialGuinea,2004,54.1,6.28,44.54768305,38,19.8,4.4,8.5,Upper middle income
EquatorialGuinea,2003,53.8,7.13,309.7834587,18,19.5,3.6,8.4,Upper middle income
EquatorialGuinea,2002,53.5,6.01,234.7874207,24,19.1,2.9,8.2,Upper middle income
EquatorialGuinea,2001,53.1,5.07,197.7839552,1339,18.7,2.3,8.0,Upper middle income
EquatorialGuinea,2000,52.7,4.46,14.95451321,0,18.3,1.9,0.0,Upper middle income
Eritrea,2014,64.4,0.01,0.0,127,18.0,0.4,5.0,Low income
Eritrea,2013,64.0,0.01,0.0,45,17.5,0.5,5.0,Low income
Eritrea,2012,63.6,0.01,0.0,194,17.0,0.6,5.0,Low income
Eritrea,2011,62.9,0.62,20.97991915,48,16.5,0.7,5.0,Low income
Eritrea,2010,62.1,0.61,17.35739784,51,16.0,0.9,5.1,Low income
Eritrea,2009,61.4,0.63,1.575160196,82,15.5,1.0,5.2,Low income
Eritrea,2008,67.0,0.49,11.76572311,0,15.1,1.1,5.2,Low income
Eritrea,2007,62.0,1.23,11.42385961,55,14.7,1.3,5.3,Low income
Eritrea,2006,59.7,0.97,10.60269773,128,14.3,1.4,5.3,Low income
Eritrea,2005,59.4,1.07,5.0646889680000005,19,13.9,1.6,5.4,Low income
Eritrea,2004,59.1,0.64,10.26097341,24,13.6,1.8,5.0,Low income
Eritrea,2003,58.8,0.56,6.913998013,376,13.3,1.9,4.7,Low income
Eritrea,2002,58.5,0.83,0.703132179,460,13.1,1.9,4.4,Low income
Eritrea,2001,58.1,0.61,5.593619538,204,12.8,2.0,4.3,Low income
Eritrea,2000,45.3,0.83,0.7359403609999999,789,12.6,1.9,3.9,Low income
Estonia,2014,77.3,0.01,2700.07305,0,59.4,0.1,16.5,High income
Estonia,2013,76.9,0.01,261.29148080000004,2,59.0,0.1,16.5,High income
Estonia,2012,76.3,0.01,2263.103797,4,58.5,0.1,16.5,High income
Estonia,2011,76.1,0.01,2146.945741,7,58.0,0.1,16.4,High income
Estonia,2010,75.6,14.97,1802.017593,0,57.6,0.1,16.2,High income
Estonia,2009,74.9,15.04,1717.088711,0,57.1,0.1,16.1,High income
Estonia,2008,74.2,16.99,225.07236180000004,0,56.7,0.1,16.1,High income
Estonia,2007,73.0,17.87,1904.12469,1,56.3,0.1,16.1,High income
Estonia,2006,73.0,16.58,244.3510801,27,55.9,0.1,16.1,High income
Estonia,2005,72.8,15.52,153.5045263,2,55.5,0.1,15.9,High income
Estonia,2004,72.3,15.07,101.1201161,0,55.2,0.1,15.7,High income
Estonia,2003,71.9,11.64,132.7233922,0,54.9,0.1,15.6,High income
Estonia,2002,71.2,11.48,7.806042825,0,54.6,0.1,15.4,High income
Estonia,2001,78.0,0.01,88.62945822,0,54.3,0.1,15.0,High income
Estonia,2000,78.0,0.01,5.34809451,9,54.0,0.1,14.4,High income
Ethiopia,2014,64.2,0.01,89.95805845,12739,17.2,0.6,8.4,Low income
Ethiopia,2013,63.7,1.86,8.313282039,5253,16.8,0.9,8.4,Low income
Ethiopia,2012,63.3,1.84,86.82551124,4347,16.4,1.2,8.4,Low income
Ethiopia,2011,62.6,1.32,67.77565369,3255,16.0,1.4,8.2,Low income
Ethiopia,2010,61.8,1.34,67.73374413,4235,15.6,1.7,8.1,Low income
Ethiopia,2009,68.0,1.17,53.77354001,1176,15.3,2.0,8.1,Low income
Ethiopia,2008,59.8,1.13,38.55783268,3511,14.9,2.4,7.6,Low income
Ethiopia,2007,58.5,1.06,30.46451811,1446,14.5,2.8,7.1,Low income
Ethiopia,2006,57.2,1.22,22.18952246,1451,14.2,3.3,6.6,Low income
Ethiopia,2005,56.0,0.99,18.03753133,357,13.8,3.7,5.8,Low income
Ethiopia,2004,55.0,0.86,1.5069624819999998,73,13.5,4.1,5.4,Low income
Ethiopia,2003,54.0,0.79,10.97201912,228,13.2,4.4,5.2,Low income
Ethiopia,2002,53.2,0.8,10.82452594,3332,12.9,4.6,4.9,Low income
Ethiopia,2001,52.5,0.85,1.186227577,2366,12.6,4.9,4.3,Low income
Ethiopia,2000,51.2,0.88,11.59481766,1660,12.3,5.0,3.9,Low income
Fiji,2014,69.7,0.01,50.539484,0,61.9,0.1,15.2,Upper middle income
Fiji,2013,69.6,0.01,460.6487805,0,61.1,0.1,15.0,Upper middle income
Fiji,2012,69.4,0.01,431.4854874,0,6.2,0.1,14.9,Upper middle income
Fiji,2011,69.2,0.01,401.7931045,0,59.5,0.1,14.7,Upper middle income
Fiji,2010,69.1,2.25,62.08343533,0,58.7,0.1,14.6,Upper middle income
Fiji,2009,68.9,2.31,60.65068446,1,58.0,0.1,14.5,Upper middle income
Fiji,2008,68.7,1.95,81.04656111,0,57.3,0.1,14.3,Upper middle income
Fiji,2007,68.6,2.09,5.8895262210000014,0,56.6,0.1,14.2,Upper middle income
Fiji,2006,68.5,2.06,52.12416339999999,136,55.9,0.1,14.0,Upper middle income
Fiji,2005,68.3,2.02,64.39203443,0,55.1,0.1,13.9,Upper middle income
Fiji,2004,68.1,1.63,43.99452464,37,54.2,0.1,13.4,Upper middle income
Fiji,2003,68.0,1.76,253.8196705,305,53.2,0.1,13.3,Upper middle income
Fiji,2002,67.9,1.85,206.071686,304,52.2,0.1,13.3,Upper middle income
Fiji,2001,67.8,1.93,20.7119129,17,51.2,0.1,13.2,Upper middle income
Fiji,2000,67.7,2.05,31.25834616,0,5.2,0.1,13.1,Upper middle income
Finland,2014,89.0,8.8,6164.455402000001,0,61.7,0.1,17.0,High income
Finland,2013,87.0,8.97,6115.496624,2,61.4,0.1,17.0,High income
Finland,2012,84.0,9.24,5889.012536,0,61.0,0.1,17.0,High income
Finland,2011,83.0,9.81,71.01620838,27,6.6,0.1,16.9,High income
Finland,2010,79.9,9.72,591.6691405,5,6.2,0.1,16.8,High income
Finland,2009,79.7,9.96,579.7384367999998,2,59.8,0.1,17.0,High income
Finland,2008,79.6,10.26,678.88112,5,59.4,0.1,17.1,High income
Finland,2007,79.3,10.45,6147.1323,0,59.0,0.1,17.2,High income
Finland,2006,79.2,10.15,524.7775227,0,58.6,0.1,17.2,High income
Finland,2005,78.9,9.95,4816.589613,1,58.1,0.1,17.1,High income
Finland,2004,78.7,9.89,4508.806185,0,57.6,0.1,18.3,High income
Finland,2003,78.4,9.31,3869.026302,0,57.1,0.1,18.1,High income
Finland,2002,78.1,9.25,3099.357319,0,56.6,0.1,18.0,High income
Finland,2001,78.0,8.94,2775.33544,1,56.1,0.1,17.7,High income
Finland,2000,77.5,8.59,397.7533689,0,55.5,0.1,17.3,High income
France,2014,82.2,11.5,6739.677606,267,62.0,0.1,16.2,High income
France,2013,82.0,11.1,6646.953935000001,272,61.6,0.1,16.2,High income
France,2012,81.5,11.5,751.3793552999998,0,61.1,0.1,16.1,High income
France,2011,81.7,11.8,683.9190568,14949,6.6,0.1,16.1,High income
France,2010,81.3,11.7,72.80012109999998,5048,6.1,0.1,16.0,High income
France,2009,81.1,11.8,6415.35735,1541,59.6,0.1,16.0,High income
France,2008,89.0,11.9,7002.785925,604,59.1,0.1,16.1,High income
France,2007,89.0,12.2,64.73714894,39,58.6,0.1,16.1,High income
France,2006,86.0,12.4,5689.991931000001,40,58.0,0.1,16.1,High income
France,2005,81.0,12.2,5451.701225,36,57.5,0.1,15.5,High income
France,2004,82.0,13.18,5291.234786,4448,57.0,0.1,15.5,High income
France,2003,79.3,13.49,4572.441963,0,56.4,0.1,15.4,High income
France,2002,79.2,13.78,3779.655273,5185,55.8,0.1,15.5,High income
France,2001,79.0,13.89,3451.185079,0,55.2,0.1,15.6,High income
France,2000,78.8,13.63,3410.284431,10000,54.6,0.1,15.7,High income
Gabon,2014,65.5,0.01,715.2816938999998,33,35.8,2.8,12.6,Upper middle income
Gabon,2013,64.6,8.86,154.8758879,122,35.2,3.7,12.5,Upper middle income
Gabon,2012,63.5,8.3,805.3925284,2,34.6,4.9,12.5,Upper middle income
Gabon,2011,62.8,8.9,133.5223672,2,34.1,6.0,12.5,Upper middle income
Gabon,2010,62.3,8.85,145.318282,1,33.5,7.0,12.5,Upper middle income
Gabon,2009,61.7,8.64,52.31086276,0,33.0,8.0,12.4,Upper middle income
Gabon,2008,61.6,8.75,11.05422474,3,32.4,8.9,12.4,Upper middle income
Gabon,2007,61.6,9.02,545.4389573,0,31.9,10.0,12.4,Upper middle income
Gabon,2006,61.4,8.01,40.53719812,90,31.4,10.7,12.4,Upper middle income
Gabon,2005,65.0,7.72,353.2438029,0,3.8,10.9,12.4,Upper middle income
Gabon,2004,59.7,8.13,443.4750634,63,3.3,11.1,12.3,Upper middle income
Gabon,2003,59.7,6.47,352.232365,0,29.8,11.0,12.3,Upper middle income
Gabon,2002,59.7,8.34,22.69039905,110,29.2,10.7,12.3,Upper middle income
Gabon,2001,59.8,9.29,183.6980778,5129,28.7,10.1,12.3,Upper middle income
Gabon,2000,61.0,8.87,218.17274730000003,15,28.1,9.5,12.2,Upper middle income
Gambia,2014,68.0,0.01,0.0,1,26.7,1.7,8.9,Low income
Gambia,2013,66.0,0.01,0.0,0,26.0,1.6,8.9,Low income
Gambia,2012,62.0,0.01,0.0,0,25.4,1.4,8.8,Low income
Gambia,2011,59.8,3.41,0.0,0,24.8,1.8,8.7,Low income
Gambia,2010,59.3,3.48,0.0,2,24.1,2.1,8.8,Low income
Gambia,2009,59.0,2.99,0.0,0,23.5,2.7,8.9,Low income
Gambia,2008,58.7,2.79,0.0,0,22.8,3.0,8.6,Low income
Gambia,2007,58.5,2.64,0.0,0,22.2,3.1,8.4,Low income
Gambia,2006,58.2,2.93,0.0,0,21.5,3.0,8.1,Low income
Gambia,2005,57.7,2.26,0.0,0,2.9,3.0,7.8,Low income
Gambia,2004,57.3,2.51,0.0,0,2.3,2.9,7.6,Low income
Gambia,2003,57.0,2.47,0.0,119,19.7,2.7,7.3,Low income
Gambia,2002,56.6,2.08,0.0,32,19.1,2.5,7.0,Low income
Gambia,2001,56.3,2.25,0.0,99,18.5,2.3,6.8,Low income
Gambia,2000,55.9,2.18,0.0,336,18.0,2.0,6.5,Low income
Georgia,2014,74.5,6.13,221.482875,3188,55.3,0.1,13.5,Upper middle income
Georgia,2013,74.5,5.91,180.3787034,7872,54.4,0.1,13.5,Upper middle income
Georgia,2012,74.2,7.71,158.2576025,31,53.6,0.1,13.4,Upper middle income
Georgia,2011,73.9,8.14,198.94876,64,52.8,0.1,13.3,Upper middle income
Georgia,2010,73.8,7.24,194.1732658,22,52.0,0.1,13.3,Upper middle income
Georgia,2009,73.2,6.66,18.5314303,23,51.3,0.1,12.8,Upper middle income
Georgia,2008,73.9,7.17,151.762567,56,5.5,0.1,13.1,Upper middle income
Georgia,2007,74.4,8.65,106.164686,44,49.9,0.1,12.5,Upper middle income
Georgia,2006,73.9,6.18,110.1138286,334,49.2,0.1,12.6,Upper middle income
Georgia,2005,73.9,4.7,9.444875415,1356,48.6,0.1,12.2,Upper middle income
Georgia,2004,72.3,3.74,7.132564768,6847,48.1,0.1,12.0,Upper middle income
Georgia,2003,72.7,3.36,70.54185252,216,47.5,0.1,11.8,Upper middle income
Georgia,2002,71.7,2.72,60.55818291,199,47.0,0.1,11.8,Upper middle income
Georgia,2001,73.0,2.76,57.10318825,35,46.5,0.1,11.7,Upper middle income
Georgia,2000,71.8,3.28,47.81704183,50,46.0,0.1,11.4,Upper middle income
Germany,2014,89.0,11.03,941.7562909,443,61.9,0.1,17.0,High income
Germany,2013,86.0,10.94,895.8779502999997,1771,61.4,0.1,16.9,High income
Germany,2012,86.0,11.18,839.9133199999999,166,6.9,0.1,16.9,High income
Germany,2011,85.0,11.2,869.7907349999998,1607,6.4,0.1,16.8,High income
Germany,2010,81.0,11.2,7584.078579000001,780,59.9,0.1,16.7,High income
Germany,2009,80.0,11.22,7641.270645,574,59.5,0.1,16.7,High income
Germany,2008,79.9,11.36,8285.264654999999,917,59.0,0.1,16.6,High income
Germany,2007,79.8,11.5,7777.556353,567,58.5,0.1,16.6,High income
Germany,2006,79.6,11.76,6407.535954,2307,58.0,0.1,16.5,High income
Germany,2005,79.2,11.67,6012.92584,778,57.6,0.1,16.4,High income
Germany,2004,79.1,11.83,5842.374765,121,57.1,0.1,16.4,High income
Germany,2003,78.5,11.92,582.6157028,779,56.6,0.1,16.3,High income
Germany,2002,78.4,12.25,437.1059663,4657,56.1,0.1,16.3,High income
Germany,2001,78.3,12.46,4057.637383,6024,55.6,0.1,16.2,High income
Germany,2000,78.0,12.91,4238.540035,0,55.1,0.1,16.2,High income
Ghana,2014,62.1,0.01,97.67794571,124,28.0,0.8,11.7,Lower middle income
Ghana,2013,61.9,0.01,28.66897829,319,27.3,0.9,11.5,Lower middle income
Ghana,2012,61.6,0.01,151.899429,1613,26.7,0.9,11.2,Lower middle income
Ghana,2011,61.2,1.64,225.2219474,120,26.1,1.3,10.9,Lower middle income
Ghana,2010,69.0,1.69,195.9824626,641,25.5,1.9,10.5,Lower middle income
Ghana,2009,66.0,1.76,30.72290501,101,24.9,2.1,10.4,Lower middle income
Ghana,2008,63.0,1.78,161.0106435,82,24.2,2.2,9.8,Lower middle income
Ghana,2007,59.9,1.25,3.181373629,6,23.6,2.6,9.1,Lower middle income
Ghana,2006,59.4,1.7,129.02633640000002,420,23.0,2.9,8.7,Lower middle income
Ghana,2005,58.9,1.5,78.71123825,435,22.4,3.1,8.1,Lower middle income
Ghana,2004,58.3,1.46,53.23775977,60,21.8,3.2,7.7,Lower middle income
Ghana,2003,57.9,1.53,31.09435342,1939,21.2,3.4,7.9,Lower middle income
Ghana,2002,57.6,1.6,3.336437969,12289,2.7,3.5,7.6,Lower middle income
Ghana,2001,57.4,1.49,25.55981288,13476,2.1,3.5,8.0,Lower middle income
Ghana,2000,57.2,1.6,20.65432873,23068,19.5,3.6,7.7,Lower middle income
Greece,2014,88.0,7.53,2163.043414,1,66.0,0.1,17.2,High income
Greece,2013,86.0,7.46,2183.106986,3,65.4,0.1,17.1,High income
Greece,2012,84.0,8.2,2528.992935,3,64.9,0.1,16.8,High income
Greece,2011,85.0,8.02,3192.887363,40,64.3,0.1,16.7,High income
Greece,2010,83.0,9.0,3189.7544390000007,149,63.7,0.1,16.4,High income
Greece,2009,80.0,9.08,372.6854142,2,63.1,0.1,16.2,High income
Greece,2008,79.9,9.51,3682.88717,1,62.4,0.1,15.9,High income
Greece,2007,79.4,9.67,3632.243121,2,61.8,0.1,16.4,High income
Greece,2006,79.7,9.42,318.5806628,0,61.2,0.1,16.3,High income
Greece,2005,79.3,9.95,2785.139364,122,6.5,0.1,15.6,High income
Greece,2004,79.2,9.56,287.6124519,1,59.9,0.1,15.3,High income
Greece,2003,79.1,9.46,2124.921517,0,59.2,0.1,15.2,High income
Greece,2002,79.0,8.09,160.8897265,5,58.6,0.1,14.6,High income
Greece,2001,78.7,8.62,1403.022211,12,58.0,0.1,14.2,High income
Greece,2000,78.2,8.48,122.1823517,56,57.4,0.1,13.9,High income
Grenada,2014,73.5,8.42,789.2764615,0,47.4,0.1,15.8,Upper middle income
Grenada,2013,73.3,8.25,780.4459281000002,0,46.5,0.1,15.8,Upper middle income
Grenada,2012,73.1,8.07,865.9999782,0,45.6,0.1,15.8,Upper middle income
Grenada,2011,72.9,7.84,11.56715633,0,44.7,0.1,15.8,Upper middle income
Grenada,2010,72.6,7.91,145.84019980000005,0,43.9,0.1,15.8,Upper middle income
Grenada,2009,72.4,8.42,146.4384488,0,43.1,0.1,15.6,Upper middle income
Grenada,2008,72.1,8.92,754.9597129,0,42.4,0.1,15.4,Upper middle income
Grenada,2007,71.9,9.06,95.19375921,0,41.8,0.1,15.3,Upper middle income
Grenada,2006,71.7,9.06,662.2663687,0,41.1,0.1,15.1,Upper middle income
Grenada,2005,71.5,8.8,119.55486940000002,0,4.5,0.1,14.9,Upper middle income
Grenada,2004,73.0,8.43,100.965873,0,39.9,0.1,14.8,Upper middle income
Grenada,2003,71.1,9.75,77.9454329,0,39.4,0.1,14.6,Upper middle income
Grenada,2002,79.0,10.71,513.3465408,0,38.8,0.1,14.4,Upper middle income
Grenada,2001,77.0,9.61,81.11355954,0,38.2,0.1,14.3,Upper middle income
Grenada,2000,74.0,9.4,676.5453878,0,37.7,0.1,14.1,Upper middle income
Guatemala,2014,71.7,1.88,657.5282797,0,49.9,0.4,10.7,Upper middle income
Guatemala,2013,71.4,1.93,582.1469582999998,0,49.3,0.4,10.7,Upper middle income
Guatemala,2012,71.3,2.02,484.7187892,0,48.6,0.4,10.6,Upper middle income
Guatemala,2011,71.1,2.16,457.7745845,0,47.9,0.4,10.5,Upper middle income
Guatemala,2010,77.0,2.14,443.3248254,0,47.2,0.4,10.5,Upper middle income
Guatemala,2009,76.0,2.14,445.4423371,0,46.5,0.4,10.4,Upper middle income
Guatemala,2008,79.0,2.21,472.2234994,0,45.9,0.4,10.4,Upper middle income
Guatemala,2007,75.0,2.4,380.9632429,0,45.2,0.4,10.1,Upper middle income
Guatemala,2006,69.7,2.38,352.0244894,0,44.5,0.4,9.8,Upper middle income
Guatemala,2005,69.2,2.35,41.50845637,0,43.8,0.4,9.6,Upper middle income
Guatemala,2004,69.6,2.4,288.4016258,0,43.1,0.4,9.3,Upper middle income
Guatemala,2003,69.4,2.45,249.32629480000003,0,42.4,0.4,9.0,Upper middle income
Guatemala,2002,69.3,2.41,25.25040918,0,41.7,0.3,8.8,Upper middle income
Guatemala,2001,68.4,2.53,225.0619956,0,41.1,0.3,8.5,Upper middle income
Guatemala,2000,67.7,2.63,238.73698080000003,0,4.4,0.2,8.2,Upper middle income
Guinea,2014,58.1,0.01,50.57976483,175,22.7,0.5,8.6,Low income
Guinea,2013,58.8,0.01,5.140668848,53,22.2,1.0,8.5,Low income
Guinea,2012,58.4,0.01,4.344930862,6,21.7,1.9,8.5,Low income
Guinea,2011,58.1,0.22,42.2547904,11,21.2,2.0,8.4,Low income
Guinea,2010,57.8,0.2,29.74734049,45,2.8,2.2,8.3,Low income
Guinea,2009,57.3,0.18,24.84763562,264,2.3,2.3,8.1,Low income
Guinea,2008,56.8,0.21,19.68510257,89,19.8,2.3,7.9,Low income
Guinea,2007,56.4,0.19,1.399626733,3,19.4,2.4,7.6,Low income
Guinea,2006,55.6,0.16,10.3839337,4,19.0,2.6,7.1,Low income
Guinea,2005,54.7,0.21,1.099665984,99,18.5,2.7,6.6,Low income
Guinea,2004,54.0,0.34,18.93011259,10,18.1,2.8,5.1,Low income
Guinea,2003,53.3,0.18,2.39524067,2497,17.7,2.9,5.9,Low income
Guinea,2002,52.9,0.21,21.3378184,2151,17.3,3.0,5.5,Low income
Guinea,2001,52.5,0.17,19.89790929,7408,16.9,3.0,5.1,Low income
Guinea,2000,52.5,0.17,2.215986136,11294,16.6,3.0,4.8,Low income
Guinea-Bissau,2014,58.4,0.01,50.06053544,1,25.6,3.4,9.2,Low income
Guinea-Bissau,2013,58.1,0.01,8.20063742,0,25.0,4.5,9.1,Low income
Guinea-Bissau,2012,57.6,0.01,0.948526366,0,24.3,5.3,9.1,Low income
Guinea-Bissau,2011,57.1,3.57,40.45367358,0,23.7,5.7,9.0,Low income
Guinea-Bissau,2010,56.7,3.21,53.30782696,26,23.1,5.9,8.9,Low income
Guinea-Bissau,2009,56.3,2.55,47.12969266,0,22.5,6.0,8.9,Low income
Guinea-Bissau,2008,55.6,2.64,28.30191127,12,21.9,6.0,8.8,Low income
Guinea-Bissau,2007,55.0,2.98,31.06932595,1,21.3,5.7,8.8,Low income
Guinea-Bissau,2006,54.4,3.22,21.53374936,0,2.7,5.6,8.3,Low income
